iter	RMSE
431	0.1859514241
432	0.1858942932
433	0.1858722168
434	0.1858314398
435	0.1857699997
436	0.1857454755
437	0.1856975889
438	0.1856810981
439	0.1856642312
440	0.1856140948
441	0.1856047683
442	0.1855681194
443	0.1855392933
444	0.1855001442
445	0.1854817649
446	0.1854623255
447	0.1854320099
448	0.1854224605
449	0.1853901445
450	0.1853682054
451	0.1853360541
452	0.1853212389
453	0.1852806234
454	0.1848859438
455	0.1847800518
456	0.184759019
457	0.1847085955
458	0.1846802638
459	0.1846686111
460	0.1846332223
461	0.1845671785
462	0.1845356893
463	0.1845247588
464	0.1844851862
465	0.1844680783
466	0.184438286
467	0.1844273958
468	0.1844034084
469	0.1843863553
470	0.1843215886
471	0.1842995638
472	0.1842985138
473	0.1842857802
474	0.1842619175
475	0.1841907179
476	0.1841678721
477	0.1841432044
478	0.1841254226
479	0.1840968886
480	0.18407321
481	0.1840427001
482	0.1840347215
483	0.1840077209
484	0.183986079
485	0.1839535632
486	0.1839128713
487	0.1838802423
488	0.1838519582
489	0.183828639
490	0.1837615209
491	0.1837453581
492	0.1837308318
493	0.1837128463
494	0.1836592872
495	0.1836426952
496	0.1836114152
497	0.1835808626
498	0.1835322209
499	0.1835039551
500	0.1834756027
501	0.1834608518
502	0.1834349887
503	0.1834239755
504	0.1833985154
505	0.1833609268
506	0.1833236403
507	0.1833024256
508	0.1832756072
509	0.1832543945
510	0.1832378375
511	0.1832156271
512	0.1831928052
513	0.1831557856
514	0.1831347139
515	0.1831164892
516	0.1831115801
517	0.1830938497
518	0.1830631819
519	0.1830276291
520	0.1830134402
521	0.1829887136
522	0.1829520972
523	0.1829396076
524	0.1828863528
525	0.1828693853
526	0.1828483066
527	0.1828280897
528	0.1828093201
529	0.1827997952
530	0.1827364965
531	0.1827193458
532	0.1827108889
533	0.1826816717
534	0.1826472111
535	0.1826195271
536	0.182599965
537	0.1825502458
538	0.1825251843
539	0.1825089699
540	0.1824271473
541	0.1824039352
542	0.1823886173
543	0.1823723077
544	0.1823483985
545	0.1823160619
546	0.1822972744
547	0.1822831757
548	0.1822466843
549	0.1822336697
550	0.1822075037
551	0.1821824125
552	0.18215786
553	0.1821081413
554	0.1820786443
555	0.1820632946
556	0.1820351621
557	0.1820111307
558	0.1819373947
559	0.1819118946
560	0.1818990435
561	0.181877894
562	0.1818631704
563	0.1818279334
564	0.181812249
565	0.1817990522
566	0.1817774014
567	0.181742275
568	0.1817028263
569	0.1816802013
570	0.1816579442
571	0.1816241348
572	0.1815937975
573	0.1815581086
574	0.1815377412
575	0.1814991851
576	0.1814760409
577	0.1814448579
578	0.1814174222
579	0.1813527572
580	0.1813389664
581	0.1813230263
582	0.1812927928
583	0.1812594384
584	0.1812432623
585	0.1812384235
586	0.1812225675
587	0.1811926243
588	0.1811727373
589	0.1811562428
590	0.1811310307
591	0.1811148648
592	0.1810828675
593	0.1810352328
594	0.1809871585
595	0.1809758293
596	0.1809508407
597	0.180923201
598	0.1809024943
599	0.1808779707
600	0.1808400225
601	0.1807914823
602	0.1807793215
603	0.1807407993
604	0.1807281985
605	0.1807069698
606	0.1807067572
607	0.1807026395
608	0.1806933756
609	0.1806753729
610	0.1806558651
611	0.180638538
612	0.1806212367
613	0.1805871992
614	0.1805708238
615	0.1805584679
616	0.1804913579
617	0.1804754434
618	0.1804456095
619	0.1804273001
620	0.180396389
621	0.1803756633
622	0.1803618053
623	0.1803338528
624	0.1803160787
625	0.1802716232
626	0.1802636342
627	0.1802523616
628	0.1802119849
629	0.1801885807
630	0.1801708503
631	0.1801424321
632	0.1800921203
633	0.1800776196
634	0.1800723613
635	0.1800499511
636	0.1799778106
637	0.1799431453
638	0.1799069809
639	0.1798945139
640	0.1798592877
641	0.1797892543
642	0.179768051
643	0.1797500497
644	0.1797355756
645	0.1797352949
646	0.1797040544
647	0.1796897064
648	0.1796825775
649	0.1796675814
650	0.1796502041
651	0.179615222
652	0.1795867186
653	0.1795471596
654	0.179531457
655	0.1794920642
656	0.1793900883
657	0.1793690965
658	0.1793397186
659	0.1793108093
660	0.1792772402
661	0.1792442427
662	0.1792100505
663	0.1791954017
664	0.1791773532
665	0.1791674174
666	0.1791439719
667	0.1791305449
668	0.1791102788
669	0.1791026733
670	0.1790881098
671	0.1790616306
672	0.1790340218
673	0.179009845
674	0.1789940591
675	0.1789721657
676	0.1789657328
677	0.1789434909
678	0.1789324104
679	0.178911568
680	0.1788825945
681	0.1788617203
682	0.1788494848
683	0.1788267481
684	0.1787967676
685	0.178780672
686	0.1787521239
687	0.1787204593
688	0.178720089
689	0.178700828
690	0.1786925001
691	0.1786759976
692	0.178659813
693	0.1786412543
694	0.1786227464
695	0.1786127478
696	0.1785977844
697	0.1785865829
698	0.1785505038
699	0.1785308851
700	0.1785085692
701	0.1784861975
702	0.1784639554
703	0.1784428152
704	0.1784316408
705	0.1784175844
706	0.1784009125
707	0.1783730111
708	0.1783361548
709	0.1783241617
710	0.1783014623
711	0.178301267
712	0.1782511857
713	0.1782286317
714	0.1781593223
715	0.1781348885
716	0.1781119871
717	0.178103727
718	0.1780819364
719	0.1780671401
720	0.1780535834
721	0.1780456053
722	0.1780324474
723	0.1780228337
724	0.1779912266
725	0.1779758738
726	0.1779525039
727	0.1779320004
728	0.1779195418
729	0.1778956259
730	0.1778751818
731	0.1778572003
732	0.1778260358
733	0.1778049467
734	0.1777841514
735	0.1777646847
736	0.1777497105
737	0.1777172073
738	0.1777074259
739	0.1776878657
740	0.1776796829
741	0.1776391117
742	0.1775850772
743	0.1775664286
744	0.1775374675
745	0.1775202088
746	0.1774997061
747	0.177457603
748	0.1774483956
749	0.1774256095
750	0.1773819687
751	0.1773626289
752	0.1773491993
753	0.1773141091
754	0.1772949243
755	0.1772888747
756	0.1772648983
757	0.1772390243
758	0.1772239766
759	0.1772234954
760	0.1772014387
761	0.1771794242
762	0.1771716806
763	0.1771556012
764	0.1771324261
765	0.1771172588
766	0.1770924012
767	0.1770467518
768	0.1770205552
769	0.1769939751
770	0.1769728114
771	0.1769542399
772	0.1769255009
773	0.1769252881
774	0.1769118707
775	0.1768975519
776	0.1768897127
777	0.1768530844
778	0.1768243052
779	0.1768056849
780	0.1767694541
781	0.1767527869
782	0.1767343252
783	0.1767136478
784	0.1767011132
785	0.1766947219
786	0.1766825757
787	0.1766683487
788	0.1766649611
789	0.1766170412
790	0.1765989822
791	0.1765800218
792	0.176564519
793	0.1765455507
794	0.1765315639
795	0.1765189304
796	0.1765187621
797	0.1765038977
798	0.1765037551
799	0.1764800958
800	0.1764707752
801	0.1764443966
802	0.1764026939
803	0.1763832845
804	0.1763577712
805	0.1763188575
806	0.1763175228
807	0.1763067199
808	0.1762944224
809	0.176275581
810	0.1762527777
811	0.1762377248
812	0.1762165038
813	0.1762068543
814	0.1761766571
815	0.1761582701
816	0.1761177222
817	0.1760982828
818	0.1760707105
819	0.1760327521
820	0.1760215952
821	0.1760131719
822	0.1759895747
823	0.1759602556
824	0.1759475635
825	0.1759266168
826	0.1758928538
827	0.1758898513
828	0.1758579357
829	0.1758319308
830	0.1758071305
831	0.1757987672
832	0.17577148
833	0.1757604536
834	0.1757491203
835	0.1757408189
836	0.1757245283
837	0.1757210252
838	0.1756865113
839	0.1756754533
840	0.1756617324
841	0.1756616502
842	0.175638032
843	0.1756064745
844	0.1755652129
845	0.1755512965
846	0.1755066161
847	0.1754960077
848	0.1754473016
849	0.1754316389
850	0.1753730347
851	0.175353382
852	0.1753497498
853	0.1753169876
854	0.1753015274
855	0.1752876379
856	0.1752703616
857	0.1752702338
858	0.1752647811
859	0.175264697
860	0.1752646477
861	0.1752516571
862	0.1752325679
863	0.1752175132
864	0.1752087148
865	0.1752086238
866	0.1751974148
867	0.1751761314
868	0.1751485259
869	0.1751431404
870	0.1751212793
871	0.1751131991
872	0.1750922639
873	0.1750821707
874	0.175078484
875	0.1750755325
876	0.1750572153
877	0.1750318059
878	0.1749827561
879	0.1749575025
880	0.1749439978
881	0.1749181939
882	0.1748912793
883	0.1748784163
884	0.1748662605
885	0.17484764
886	0.1748398721
887	0.174808268
888	0.1747945691
889	0.1747671907
890	0.1747649973
891	0.1747619528
892	0.1747437774
893	0.1747201195
894	0.1746457009
895	0.1746455992
896	0.1746285445
897	0.1746080681
898	0.1745867405
899	0.1745635173
900	0.1745582881
901	0.1745507562
902	0.1745289737
903	0.1745122129
904	0.1745040336
905	0.174494318
906	0.1744683204
907	0.1744586095
908	0.1744383007
909	0.1744286687
910	0.174417085
911	0.1744059235
912	0.1744058246
913	0.1743839824
914	0.1743683384
915	0.1743508259
916	0.174330425
917	0.1743303533
918	0.1743061029
919	0.1742977288
920	0.1742975298
921	0.1742923244
922	0.1742770355
923	0.1742522599
924	0.1742493617
925	0.1742332766
926	0.1742254969
927	0.1742024698
928	0.1741978289
929	0.1741863252
930	0.1741648796
931	0.1741595815
932	0.1741580676
933	0.1741277316
934	0.174106138
935	0.1740886298
936	0.1740795711
937	0.1740682107
938	0.174045486
939	0.1740337297
940	0.1740149262
941	0.1740033237
942	0.1739811668
943	0.1739048414
944	0.1738894312
945	0.1738637525
946	0.1738482559
947	0.173832795
948	0.173787749
949	0.173780932
950	0.1737656325
951	0.1737655266
952	0.1737414168
953	0.1737413447
954	0.1737327333
955	0.1737164478
956	0.1737012286
957	0.1736739206
958	0.1736665255
959	0.1736569102
960	0.1736343668
961	0.1736226234
962	0.1735945396
963	0.1735681947
964	0.1735549131
965	0.1735472914
966	0.1735357883
967	0.1735161497
968	0.1734874053
969	0.1734628484
970	0.1734462742
971	0.1734262233
972	0.1734124734
973	0.1733978662
974	0.1733828657
975	0.1733627216
976	0.1733552258
977	0.1733312654
978	0.1733210867
979	0.1732983229
980	0.1732907371
981	0.1732871291
982	0.1732614807
983	0.1732498142
984	0.1732390475
985	0.1732196683
986	0.1731735471
987	0.1731563097
988	0.1731396047
989	0.1731163848
990	0.1730860793
991	0.1730623552
992	0.1730506946
993	0.1730287922
994	0.1730051497
995	0.1729639089
996	0.1729588229
997	0.1729525826
998	0.172944568
999	0.1729340086
