iter	RMSE
370	0.1890934973
371	0.1890708784
372	0.1890361424
373	0.189020635
374	0.1890044115
375	0.1889763358
376	0.1889194607
377	0.1888967042
378	0.1888561593
379	0.188816582
380	0.1887881912
381	0.1887672333
382	0.1887486402
383	0.1887095976
384	0.1886872207
385	0.1886583448
386	0.1886088723
387	0.1885856753
388	0.1885545354
389	0.1885242398
390	0.1885045341
391	0.1884949289
392	0.1884677957
393	0.1884483951
394	0.1884137368
395	0.1883828927
396	0.1883298843
397	0.1883092614
398	0.1882991384
399	0.1882752591
400	0.1882388336
401	0.1881783258
402	0.1881353877
403	0.1881077857
404	0.1880845743
405	0.1880706403
406	0.1880500853
407	0.1880318203
408	0.1880112067
409	0.1879938339
410	0.1878959629
411	0.187870061
412	0.187857609
413	0.1878421729
414	0.1878104903
415	0.1877708062
416	0.1877304088
417	0.1876651325
418	0.1876181183
419	0.187604341
420	0.1875828883
421	0.1875514581
422	0.1875221204
423	0.1874867587
424	0.187463097
425	0.1874310079
426	0.1873961083
427	0.1873661847
428	0.1873389038
429	0.1873307889
430	0.18731643
431	0.1872705729
432	0.1872474655
433	0.1871962195
434	0.1871794507
435	0.1871540505
436	0.1871381076
437	0.1871039746
438	0.1870787546
439	0.1870616591
440	0.1870405983
441	0.1870125943
442	0.1869898476
443	0.1869361818
444	0.1869058229
445	0.1868788567
446	0.1868492462
447	0.1868294554
448	0.186812697
449	0.1867841996
450	0.186768234
451	0.1867234862
452	0.186712904
453	0.1866924756
454	0.1866614166
455	0.1866427213
456	0.1866184155
457	0.1865823818
458	0.1865753722
459	0.1865599284
460	0.1865252042
461	0.1865028699
462	0.186484793
463	0.1864748806
464	0.1864571702
465	0.1864413203
466	0.1864284789
467	0.1864109827
468	0.1863935411
469	0.1863714579
470	0.1863458426
471	0.1863271508
472	0.1862948232
473	0.1862921325
474	0.1862738501
475	0.1862212088
476	0.1862039005
477	0.1861900262
478	0.1861655974
479	0.1861361715
480	0.1861321719
481	0.1861187028
482	0.1860718357
483	0.1860596804
484	0.1860524175
485	0.1860390241
486	0.1860161495
487	0.1859867914
488	0.1859645707
489	0.1859389013
490	0.1859214426
491	0.1859038115
492	0.1858880652
493	0.1858560733
494	0.1858241411
495	0.1858168547
496	0.1857849403
497	0.185728939
498	0.1856936753
499	0.1856624188
500	0.1856459588
501	0.1856257195
502	0.1855922449
503	0.1855745278
504	0.1854904427
505	0.1854713604
506	0.1854630405
507	0.1854436459
508	0.1853960682
509	0.1853789192
510	0.1853637082
511	0.1853122244
512	0.185288253
513	0.1852554058
514	0.1852333823
515	0.1852332644
516	0.1852210832
517	0.1852048619
518	0.1851733131
519	0.1851407921
520	0.1850754904
521	0.1850622045
522	0.1850397025
523	0.1850132218
524	0.1850030306
525	0.1849867173
526	0.1849746713
527	0.1849701231
528	0.1849524279
529	0.1849443187
530	0.184924438
531	0.1848918987
532	0.1848690144
533	0.1848411616
534	0.1848214628
535	0.1848080908
536	0.184803545
537	0.1847815444
538	0.1847630185
539	0.1847479723
540	0.1847446596
541	0.1847427728
542	0.1847250243
543	0.1847097758
544	0.1846501716
545	0.1846251873
546	0.1845984135
547	0.1845444822
548	0.184535323
549	0.1845272041
550	0.184510145
551	0.1845036599
552	0.1844749557
553	0.1844488424
554	0.1844172757
555	0.1844044219
556	0.1843917633
557	0.1843721386
558	0.184364444
559	0.1843375477
560	0.1843178509
561	0.1843062594
562	0.1842844743
563	0.184244685
564	0.1842342447
565	0.1842111005
566	0.1841806908
567	0.1841770273
568	0.1841481264
569	0.1841254992
570	0.1841091459
571	0.1840787736
572	0.1840551968
573	0.18402797
574	0.1839973761
575	0.1839831908
576	0.1839829026
577	0.1839752715
578	0.1839472874
579	0.1839176381
580	0.1839034797
581	0.1838970639
582	0.183871095
583	0.1838562474
584	0.1838371721
585	0.1838240755
586	0.1838002606
587	0.1837846999
588	0.1837506274
589	0.1837312663
590	0.1837166435
591	0.1837037574
592	0.1836836292
593	0.1836708188
594	0.1836476916
595	0.1836262413
596	0.1836046872
597	0.1835920455
598	0.1835803605
599	0.1835604317
600	0.1835359139
601	0.1835135767
602	0.1835029037
603	0.1834824797
604	0.1834618624
605	0.1834378261
606	0.1834255477
607	0.1833550113
608	0.1833290072
609	0.1832796328
610	0.1832731508
611	0.1832644157
612	0.1832577208
613	0.1832387144
614	0.1832276954
615	0.1832179553
616	0.1832049545
617	0.1831696637
618	0.1831529832
619	0.1831458079
620	0.1831217429
621	0.1831044469
622	0.1830539372
623	0.1830310928
624	0.1830112147
625	0.1829935939
626	0.1829830915
627	0.1829703803
628	0.1829567506
629	0.182920022
630	0.1828958046
631	0.1828771383
632	0.1828384196
633	0.1828197934
634	0.1828103693
635	0.1827996414
636	0.1827789767
637	0.1827721592
638	0.1827213226
639	0.1826912756
640	0.1826721396
641	0.1826596083
642	0.1826506894
643	0.1826422424
644	0.1826352617
645	0.1826133858
646	0.1826090571
647	0.1825913631
648	0.1825742284
649	0.1825484052
650	0.1825115229
651	0.1824914963
652	0.1824766232
653	0.1824585756
654	0.1824424643
655	0.1824280875
656	0.1824209528
657	0.1824153763
658	0.1823946744
659	0.1823747712
660	0.1823515907
661	0.1823364288
662	0.1823226881
663	0.1823134175
664	0.1823042993
665	0.1822926439
666	0.1822829077
667	0.182263754
668	0.1822396657
669	0.1822333079
670	0.1822006047
671	0.1821894695
672	0.1821660126
673	0.1821521666
674	0.182138264
675	0.182122659
676	0.1821105678
677	0.1820974028
678	0.1820764389
679	0.182068828
680	0.1820505492
681	0.1820395637
682	0.1820129619
683	0.1820061932
684	0.1819869104
685	0.1819598986
686	0.1819128658
687	0.1818886367
688	0.1818784058
689	0.1818735706
690	0.1818734041
691	0.1818732602
692	0.1818731858
693	0.1818432759
694	0.1818188418
695	0.1818008379
696	0.181765354
697	0.1817474783
698	0.1817461566
699	0.1817197053
700	0.1817099471
701	0.1817004396
702	0.1816875422
703	0.1816803429
704	0.1816672671
705	0.1816371213
706	0.1816189116
707	0.181601437
708	0.1815841854
709	0.181555693
710	0.1815450366
711	0.1815154122
712	0.1814916551
713	0.1814851164
714	0.1814546861
715	0.1814397291
716	0.181418217
717	0.1814060436
718	0.1813432074
719	0.181309983
720	0.1812670572
721	0.1812554212
722	0.1812382271
723	0.1812253922
724	0.1811989368
725	0.1811919244
726	0.1811866494
727	0.1811487829
728	0.1811234518
729	0.1811028919
730	0.181092659
731	0.1810747526
732	0.1810424402
733	0.1809973435
734	0.1809813152
735	0.1809694708
736	0.180956105
737	0.1809233266
738	0.1808998065
739	0.1808791274
740	0.1808668468
741	0.1808500363
742	0.1808252279
743	0.180788194
744	0.1807787784
745	0.1807520883
746	0.1807282851
747	0.1807003749
748	0.1806906106
749	0.1806736622
750	0.1806603731
751	0.1806430064
752	0.180642749
753	0.1806296796
754	0.1806150486
755	0.1806064225
756	0.180583072
757	0.1805565789
758	0.1805112476
759	0.1804826809
760	0.1804408252
761	0.180431783
762	0.1804078467
763	0.1803640451
764	0.180344636
765	0.1803371254
766	0.1803113491
767	0.1803111529
768	0.1802895931
769	0.1802726573
770	0.1802526254
771	0.1802263944
772	0.1802064271
773	0.180192384
774	0.1801689674
775	0.1801549504
776	0.1801335247
777	0.1801222499
778	0.1801077346
779	0.1800987732
780	0.1800837577
781	0.1800689721
782	0.1800436094
783	0.1800220998
784	0.1799924082
785	0.1799701057
786	0.1799482122
787	0.1799340245
788	0.179895055
789	0.179885604
790	0.1798657291
791	0.1798530225
792	0.1798151482
793	0.1798118857
794	0.1797995663
795	0.1797756993
796	0.1797659207
797	0.179740496
798	0.1797324733
799	0.1796869077
800	0.1796854122
801	0.1796694386
802	0.1796463337
803	0.1796355806
804	0.1796276382
805	0.1796180077
806	0.1796033498
807	0.1795576854
808	0.1795533288
809	0.1795400302
810	0.1795369861
811	0.1794932055
812	0.1794854935
813	0.1794755955
814	0.1794623657
815	0.1794473763
816	0.1794222563
817	0.1794170148
818	0.1794081567
819	0.1793903356
820	0.1793699616
821	0.1793441969
822	0.1793282577
823	0.1793281671
824	0.1793138502
825	0.1792918761
826	0.1792668616
827	0.1791988025
828	0.1791869874
829	0.179148519
830	0.1791388145
831	0.1791223544
832	0.179111272
833	0.1790922154
834	0.1790764951
835	0.1790604239
836	0.1790545874
837	0.1790455624
838	0.1790333894
839	0.1790270442
840	0.1790158967
841	0.1789825577
842	0.1789727637
843	0.1789641368
844	0.1789393275
845	0.1789249636
846	0.1788922785
847	0.1788660726
848	0.1788527717
849	0.178827342
850	0.1788209763
851	0.1788016852
852	0.178775098
853	0.1786620536
854	0.1786463825
855	0.1786442918
856	0.1786390073
857	0.178615915
858	0.1786030004
859	0.178596841
860	0.1785933789
861	0.1785570728
862	0.1785502031
863	0.178537101
864	0.1785273788
865	0.1785084883
866	0.17850037
867	0.1784733125
868	0.1784442334
869	0.178431822
870	0.1784132827
871	0.1783975901
872	0.1783884718
873	0.1783678481
874	0.1783572922
875	0.1783410819
876	0.1783337731
877	0.1783061397
878	0.1782944346
879	0.1782800272
880	0.1782581818
881	0.1782521885
882	0.1782460009
883	0.1782233293
884	0.1782105718
885	0.1781928424
886	0.1781799411
887	0.1781637936
888	0.1781452152
889	0.1781336198
890	0.1781255298
891	0.17810007
892	0.1780646459
893	0.1780493959
894	0.1780300152
895	0.1780085085
896	0.1779761627
897	0.1779642585
898	0.1779560415
899	0.1779363327
900	0.1779213527
901	0.1779067706
902	0.1778708397
903	0.1778464888
904	0.1778328586
905	0.1778059888
906	0.1777797576
907	0.1777524498
908	0.1777353386
909	0.1776788501
910	0.1776694983
911	0.1776606957
912	0.1776507703
913	0.1776379292
914	0.1776243135
915	0.1775992962
916	0.1775862448
917	0.1775832584
918	0.1775830406
919	0.1775614389
920	0.1775369041
921	0.177523778
922	0.1775105993
923	0.1774924894
924	0.1774831777
925	0.1774207322
926	0.1773939495
927	0.177381845
928	0.1773800769
929	0.1773650056
930	0.1773464455
931	0.1773380234
932	0.1773302532
933	0.1773131
934	0.1773075456
935	0.1772896794
936	0.1772745654
937	0.1772575255
938	0.1772411922
939	0.1772181478
940	0.1772069531
941	0.1771869417
942	0.1771779844
943	0.1771568137
944	0.1771387023
945	0.1771028334
946	0.1770836008
947	0.1770728479
948	0.1770520413
949	0.1770364051
950	0.177018733
951	0.1770022009
952	0.1769766887
953	0.1769645043
954	0.1769522779
955	0.1769259164
956	0.1769093312
957	0.1768954005
958	0.1768867991
959	0.176872082
960	0.1768558376
961	0.1768404641
962	0.1768035835
963	0.1767934352
964	0.1767914295
965	0.1767903827
966	0.176784318
967	0.1767659972
968	0.1767558545
969	0.1767524625
970	0.1767449564
971	0.1767258225
972	0.1767072442
973	0.1766913949
974	0.1766744649
975	0.1766487208
976	0.1766360938
977	0.1766256689
978	0.1766129975
979	0.1765948162
980	0.176578292
981	0.1765645253
982	0.1765447439
983	0.1764990458
984	0.1764920675
985	0.1764688117
986	0.176461303
987	0.1764533207
988	0.1764383562
989	0.1764222414
990	0.176390419
991	0.1763780109
992	0.1763679197
993	0.1763629519
994	0.176338252
995	0.1763356061
996	0.1763179135
997	0.1763105184
998	0.176296476
999	0.1762841951
